3.694941509927981826e+01,3.143434233185616504e-08,1.795387577936524082e+01,3.792742308167971999e+01,1.404056220472668670e+01,5.080623265345643772e-06
2.313070285142526927e+01,1.242174272715676331e+01,1.902257550991065216e+01,3.315413983720770119e+01,1.223963343119183378e+01,6.263497625615864095e+00
2.285138038133291616e+01,1.255438238877247592e+01,1.884295155951361878e+01,3.302200219645244061e+01,1.006922559904259806e+01,8.257181904102790071e+00
2.047840221760022317e+01,1.438114438466004508e+01,1.911873602931532901e+01,3.041943761497844534e+01,9.094166499303305784e+00,1.157883202360902608e+01
1.982327921227362566e+01,1.598492678511904330e+01,1.795470221081179574e+01,2.756321881672878149e+01,1.082621124841935689e+01,1.249914623517598322e+01
2.106181295980584167e+01,1.183184070080119632e+01,2.060124457395662390e+01,3.015607289817787873e+01,8.965937564221011513e+00,1.151288450994336188e+01
1.966493750795834572e+01,1.150790533769039925e+01,2.210860967722886627e+01,3.036738064177350083e+01,7.644339584734860082e+00,1.242114050438881279e+01
2.001496589908552082e+01,1.223018678745222410e+01,2.082370585549377751e+01,3.084943889687607665e+01,9.175688175093073440e+00,1.020650564826603457e+01
1.788529540643008886e+01,1.212891088900159886e+01,2.279010214452706862e+01,3.194536577825452639e+01,6.500866502562048233e+00,1.153499401343578157e+01
1.990617711733010609e+01,1.218357841253831708e+01,2.055645631006752794e+01,3.094324881701788144e+01,1.057304719140499927e+01,8.315286034197109544e+00
1.804402077680902750e+01,1.292272791222002937e+01,2.136468853732898054e+01,3.202494993049506888e+01,7.937950310190099223e+00,9.570736031475350458e+00
1.828615779536476893e+01,1.024862041756060727e+01,2.358785563492067894e+01,3.346102573008958103e+01,9.361272423605859316e+00,6.513698092156579023e+00
1.847889582016238919e+01,1.164038039991384288e+01,2.179538760984482337e+01,3.320350092217248772e+01,9.021539167219433608e+00,6.914105097410132572e+00
1.612940832423463533e+01,1.185174914248126399e+01,2.362310626132129343e+01,3.575172574243730850e+01,6.444851097089595804e+00,6.648763788734788349e+00
1.747533511889993818e+01,1.295595857509430182e+01,2.101846680502723785e+01,3.471245703655282000e+01,7.416035236650116325e+00,6.570605797557997896e+00
1.509122924524388587e+01,8.449697106793710333e+00,2.762729568657420742e+01,3.748923922202759940e+01,9.948758742670268163e+00,9.946137725215421499e-01
1.569024646933276657e+01,1.198552092668816904e+01,2.333925648758847160e+01,3.728057600769056990e+01,5.533222480693068768e+00,5.473805554842728682e+00
1.739401119294346998e+01,1.186831809731392262e+01,2.161521417553623081e+01,3.643386086807112889e+01,7.449785502272969318e+00,4.273827919443110801e+00
1.624487474581800228e+01,1.197602673698213316e+01,2.240301600676522042e+01,3.627874727803060750e+01,1.022698210952888331e+01,1.411679784391476122e+00
1.206295455599143196e+01,1.144072758696953152e+01,2.672259919866192845e+01,3.934425082410601959e+01,9.376092208994498023e+00,2.424819955107199859e-04
1.470608976097665810e+01,1.272634598102928649e+01,2.264346763843448329e+01,3.918889897922868215e+01,5.548911216368700217e+00,3.836905483096405778e+00
1.327617317442248890e+01,1.095682853959611691e+01,2.564309814268764498e+01,4.081158397473328137e+01,6.736162564572236278e+00,8.331580993269197544e-01
1.600836506190814745e+01,9.970635824886523224e+00,2.374776949081018174e+01,4.016539457898973353e+01,7.665716106648429395e+00,4.049418131810681443e-01
1.678882040635582840e+01,1.085225885367882093e+01,2.188728033308323262e+01,4.072168137396501209e+01,2.603214254220453050e+00,4.718694190900060370e+00
1.350807643062198515e+01,9.411113623978657472e+00,2.631303713514473586e+01,4.443916920717224883e+01,6.470359998053910530e-04,8.382497011474502102e+00
1.572069831367812753e+01,1.227712327669292414e+01,2.103796830656663985e+01,4.221526805318212894e+01,1.406738058802702529e+00,8.990308998842492016e+00
1.436040509256810971e+01,1.087244580714398268e+01,2.341241269789297164e+01,4.568794369730275662e+01,6.740186875358304295e-04,1.305027059946911550e+01
1.550809983763855371e+01,1.070514286934095516e+01,2.228637650196795406e+01,4.588149502915604927e+01,2.640603868914077612e+00,1.004092464496027937e+01
1.638064664677884608e+01,1.157307065017008085e+01,2.035238782465885166e+01,4.481745601792253808e+01,1.325040817980369101e-01,1.337969524610243788e+01
1.616094554546301865e+01,1.096926969087253667e+01,2.093508267825448144e+01,4.542278885152574475e+01,5.441570232857594058e-03,1.294513836839440302e+01
1.797504652574744810e+01,5.905309183350070157e+00,2.356444870814127768e+01,5.026608046342589375e+01,4.800301191459907697e-03,1.680490009705168220e+01
1.789890406732924788e+01,6.518070765112889298e+00,2.283852410767905994e+01,5.077465340713420261e+01,7.216874305788845492e-04,1.814407798555190254e+01
1.793445749725671234e+01,5.817309345273883991e+00,2.326816194174657682e+01,5.279677655230620559e+01,3.849860096402321109e-05,2.373280562442187147e+01
