0.000000000000000000e+00,1.745329251994329457e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.924783800244502947e-16,-2.086311113099618628e-02,0.000000000000000000e+00,2.242451070604114804e-01,-7.088837898439172252e-15,-4.444523464125111345e-01,0.000000000000000000e+00,4.712264070540148175e+00
-9.016310384011723064e-03,-3.120856444282833070e-02,-1.580535505333154414e-02,4.328346612967438056e-01,-2.573344171648667689e-01,-1.776038265159730622e-01,-3.592186393349706686e-01,4.039954246897518253e+00
-2.328119235484020499e-02,-3.282027999414260933e-02,-3.101549373007302796e-02,6.104443880146921408e-01,-2.847052471231868997e-01,-1.004025290546711746e-02,-3.026111921462081300e-01,3.441994271098142821e+00
-3.571978191099349498e-02,-2.778123062389558154e-02,-4.770754257139595000e-02,7.601552239690804180e-01,-2.413085598352179839e-01,1.184506145002728883e-01,-3.343730448663284616e-01,2.902608575282645376e+00
-4.557703147478127381e-02,-1.731253102306921574e-02,-6.769755143920025420e-02,8.855661323528607465e-01,-1.863583597354329657e-01,2.234987072167042288e-01,-4.015622137709663475e-01,2.433437092490668086e+00
-5.344896636873425200e-02,-2.218870203392939167e-03,-9.129352155337916441e-02,9.903520639673172310e-01,-1.421855527214885562e-01,3.132319383991832296e-01,-4.742599924144957901e-01,2.035280032421906693e+00
-5.999439990636958042e-02,1.690051176121456361e-02,-1.178785069806462388e-01,1.078244077625645447e+00,-1.187437072527867676e-01,3.915605284472127856e-01,-5.347730851185567014e-01,1.709552753606308428e+00
-6.507568396216568962e-02,3.953072438823833357e-02,-1.465847496807830830e-01,1.152918411374914909e+00,-1.062885073095865829e-01,4.600306881098000233e-01,-5.763973646493699698e-01,1.455277575228302922e+00
-6.989413777150289830e-02,5.760416301544216133e-02,-1.751860622180986538e-01,1.216442530754638929e+00,-1.038400715535705426e-01,3.620097185396522477e-01,-5.719612313627409073e-01,1.239382702509781886e+00
-7.425323924267905606e-02,6.653703559400360457e-02,-2.011068551328790144e-01,1.270616475702933457e+00,-9.302397015874447339e-02,1.753720713554529909e-01,-5.163952928710343615e-01,1.057733011523843469e+00
-7.820170447306008799e-02,6.828391193383244462e-02,-2.248042611484883380e-01,1.317712252853385779e+00,-8.407021144020040970e-02,3.269107705598697788e-02,-4.723601986555669985e-01,9.207386014289240528e-01
-8.181295762362819635e-02,6.644434761791687127e-02,-2.465875342328558428e-01,1.359479382250414758e+00,-7.705781666245274664e-02,-3.683165323304748995e-02,-4.343501022143710366e-01,8.174908273546847015e-01
-8.517095729229119672e-02,6.329210686276603992e-02,-2.667334868961670491e-01,1.397062653632371365e+00,-7.197207379946461703e-02,-6.180967460302007332e-02,-4.018394866899711593e-01,7.362564064398596786e-01
-8.833528529561614218e-02,6.000551751522254645e-02,-2.854847009506933930e-01,1.431203177144980909e+00,-6.815236390525396259e-02,-6.393292430336240673e-02,-3.741389388041362341e-01,6.692620292727698983e-01
-9.135064495959532849e-02,5.715626351471891908e-02,-3.030503422573711525e-01,1.462416455831556661e+00,-6.523523765471256342e-02,-5.500112201270781348e-02,-3.505852630955751392e-01,6.122126395889589956e-01
-9.424913522849737157e-02,5.500036247036269726e-02,-3.196051539162335642e-01,1.491091519064374538e+00,-6.292474031172030913e-02,-4.113629374306805586e-02,-3.304935287828950075e-01,5.626984520477604779e-01
-9.705250330553827354e-02,5.363233477380234537e-02,-3.352907403516351414e-01,1.517542314331767894e+00,-6.099290962249964698e-02,-2.546837273962210615e-02,-3.132045235881297240e-01,5.192841421266393143e-01
-9.977634799006913913e-02,5.306546021893865372e-02,-3.502185025683473008e-01,1.542034168007499151e+00,-5.931454431501857055e-02,-9.571028649898331853e-03,-2.981176117494414579e-01,4.810358611769590675e-01
-1.024300143673970848e-01,5.327320329499361795e-02,-3.644733625177906666e-01,1.564798127784312376e+00,-5.776527537043361221e-02,5.784974415734167597e-03,-2.847073052450787012e-01,4.472929349499330520e-01
-1.050191600972611161e-01,5.421068234489475474e-02,-3.781175109685397384e-01,1.586038406990632588e+00,-5.628366663527079733e-02,2.024522084000907052e-02,-2.725223861608781495e-01,4.175352928026748733e-01
-1.075464391227119870e-01,5.582538797321327101e-02,-3.911932077307717637e-01,1.605936705267634990e+00,-5.482134320234274133e-02,3.366266313008964978e-02,-2.611671256387725348e-01,3.913253563521865708e-01
-1.100119081515969349e-01,5.806199231666344523e-02,-4.037240991336805140e-01,1.624654477277911235e+00,-5.333871366346303045e-02,4.598266352661284362e-02,-2.502709428523848256e-01,3.682680981516159857e-01
-1.124128809263660878e-01,6.086253924390643000e-02,-4.157135047686179030e-01,1.642333292863114469e+00,-5.179190311869507485e-02,5.715137736825749021e-02,-2.394266827706487410e-01,3.479733459966673492e-01
-1.147396391895542656e-01,6.414909544427126187e-02,-4.271224483790294624e-01,1.659086901716463336e+00,-5.004684996855201379e-02,6.675562933456735681e-02,-2.277729471640233816e-01,3.298849874641089364e-01
-1.170572895844249339e-01,6.793175622262948021e-02,-4.381561560017868673e-01,1.675056719185129550e+00,-4.967965536586051861e-02,7.663271116648422143e-02,-2.204010710443269350e-01,3.146087597781810352e-01
-1.193630647677315360e-01,7.221853323310996331e-02,-4.488653316675721983e-01,1.690377811858633228e+00,-4.919089578662238366e-02,8.667302001257427835e-02,-2.139294173262666077e-01,3.019890084876384884e-01
-1.216048853547257030e-01,7.689607148243766954e-02,-4.590616719641299470e-01,1.705097787312260804e+00,-4.766024753367114480e-02,9.436593987722091681e-02,-2.035209088165613467e-01,2.902104999067940949e-01
-1.237782886655338227e-01,8.192091691000899512e-02,-4.687410291571766363e-01,1.719297308765100007e+00,-4.608305717518970668e-02,1.012470020916182850e-01,-1.931713948907806400e-01,2.800570242762283613e-01
-1.258800860041564551e-01,8.726076225773908568e-02,-4.779044425664867313e-01,1.733050389485736975e+00,-4.446029202777625894e-02,1.074927394337708425e-01,-1.828425364551470034e-01,2.713511442783980709e-01
-1.279066679515376836e-01,9.288527684958927666e-02,-4.865504643533848927e-01,1.746421660269754428e+00,-4.278305364440122133e-02,1.131370787224340868e-01,-1.724839726733337630e-01,2.639082654746806034e-01
-1.298541045191695387e-01,9.876560375998082175e-02,-4.946759360220491786e-01,1.759467334507518022e+00,-4.104373775389933560e-02,1.182087958208577483e-01,-1.620620187073836538e-01,2.575637728972644536e-01
