0.000000000000000000e+00,3.127234085473347136e+01,3.142950632060355076e+01,0.000000000000000000e+00,8.867416996928122686e+00,9.432355558809373264e+00
0.000000000000000000e+00,3.226533299011020262e+01,2.017388757877050409e+01,0.000000000000000000e+00,7.877383625154593894e+00,4.849864800215167193e+00
0.000000000000000000e+00,2.518430935586541253e+01,1.237291857181870824e+01,0.000000000000000000e+00,6.606568251297736616e+00,3.258780810181795218e+00
0.000000000000000000e+00,1.961984850052635210e+01,7.472191770569876823e+00,0.000000000000000000e+00,5.562908737299913753e+00,2.208848459518141016e+00
0.000000000000000000e+00,1.504848686000124935e+01,4.099778615958309835e+00,0.000000000000000000e+00,4.671637005676985588e+00,1.451477894095750010e+00
0.000000000000000000e+00,1.115045183210917656e+01,1.676202027929439620e+00,0.000000000000000000e+00,3.897399692233446622e+00,8.948529827438909123e-01
1.050137053092910777e-01,7.865914855744135181e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.223267635430305145e+00,4.857960047958101990e-01
1.429971254181281681e+00,6.218938990067288231e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.638583022684694690e+00,1.866807272369581105e-01
2.421330408987508509e+00,4.598944999804738920e+00,0.000000000000000000e+00,3.070147931315829817e-02,2.165416263291817245e+00,0.000000000000000000e+00
3.164238570484585900e+00,3.049442843485209664e+00,0.000000000000000000e+00,1.877519321165810051e-01,1.891391917280013990e+00,0.000000000000000000e+00
3.719953143923461436e+00,1.597327052612875775e+00,0.000000000000000000e+00,3.007258616765619008e-01,1.638251719874067369e+00,0.000000000000000000e+00
4.133700942220513319e+00,2.573157495298390440e-01,0.000000000000000000e+00,3.819389298550769363e-01,1.410632839483589418e+00,0.000000000000000000e+00
5.403911646905731558e+00,0.000000000000000000e+00,9.645391345728905330e-01,4.406612139782907223e-01,1.210417296181550473e+00,0.000000000000000000e+00
6.731300903343845121e+00,0.000000000000000000e+00,2.068239199726561228e+00,4.838347398598241700e-01,1.037518835855579358e+00,0.000000000000000000e+00
7.882077499213891336e+00,0.000000000000000000e+00,3.057690190547255327e+00,5.165390390352038175e-01,8.906288883022579483e-01,0.000000000000000000e+00
8.878006602639338496e+00,0.000000000000000000e+00,3.939322615501522851e+00,5.424718066166560604e-01,7.676566079241362583e-01,0.000000000000000000e+00
9.738596778181602076e+00,0.000000000000000000e+00,4.720855192999881211e+00,5.642578229303821802e-01,6.661505166807230038e-01,0.000000000000000000e+00
1.048124348561021968e+01,0.000000000000000000e+00,5.410561006638549664e+00,5.837245182359666051e-01,5.835430572468665034e-01,0.000000000000000000e+00
1.112097895876997633e+01,0.000000000000000000e+00,6.016659070351549232e+00,6.020963211014440652e-01,5.173346013882551553e-01,0.000000000000000000e+00
1.167044530826415105e+01,0.000000000000000000e+00,6.546906416927035011e+00,6.201474857612727654e-01,4.651885139081200493e-01,0.000000000000000000e+00
1.214054899236528406e+01,0.000000000000000000e+00,7.008626951591993226e+00,6.383466982369878640e-01,4.249616877126607961e-01,0.000000000000000000e+00
1.254064502150480820e+01,0.000000000000000000e+00,7.408557178679671118e+00,6.569541748071225928e-01,3.947488967767285861e-01,0.000000000000000000e+00
1.287865579172074426e+01,0.000000000000000000e+00,7.752738395791022974e+00,6.760912441801579797e-01,3.728998277112952064e-01,0.000000000000000000e+00
1.316128121502171489e+01,0.000000000000000000e+00,8.046523525437690338e+00,6.957935044965730675e-01,3.580081652378755974e-01,0.000000000000000000e+00
1.339421254173437248e+01,0.000000000000000000e+00,8.294633716625028796e+00,7.160476354447729008e-01,3.488867753140607042e-01,0.000000000000000000e+00
1.358231502821404924e+01,0.000000000000000000e+00,8.501229810257182606e+00,7.368146331067138011e-01,3.445375950948255661e-01,0.000000000000000000e+00
1.372959287936266293e+01,0.000000000000000000e+00,8.669849453594068223e+00,7.580365676966613897e-01,3.441359415723954096e-01,0.000000000000000000e+00
1.384012474122949854e+01,0.000000000000000000e+00,8.804071536706519652e+00,7.796742580455378047e-01,3.469366719241449570e-01,0.000000000000000000e+00
1.391677429634913210e+01,0.000000000000000000e+00,8.906551841413349990e+00,8.016607146680049256e-01,3.523641739192679978e-01,0.000000000000000000e+00
1.396234323683422218e+01,0.000000000000000000e+00,8.979872664197952048e+00,8.239400818163564733e-01,3.599004820336610400e-01,0.000000000000000000e+00
1.397929557114122190e+01,0.000000000000000000e+00,9.026331750920753905e+00,8.464564645625883843e-01,3.690985805851224599e-01,0.000000000000000000e+00
1.396981303445699751e+01,0.000000000000000000e+00,9.047984820878545165e+00,8.691529738821354156e-01,3.795677860934393855e-01,0.000000000000000000e+00
1.393583681439461763e+01,0.000000000000000000e+00,9.046679285300168516e+00,8.919704760294211443e-01,3.909623691086187569e-01,0.000000000000000000e+00
1.387909940541480047e+01,0.000000000000000000e+00,9.024081936798911130e+00,9.148461731963655197e-01,4.029726486620593962e-01,0.000000000000000000e+00
1.380114922331254945e+01,0.000000000000000000e+00,8.981702052290923888e+00,9.377121947952771208e-01,4.153180596467982988e-01,0.000000000000000000e+00
1.370336964759231435e+01,0.000000000000000000e+00,8.920910564582356983e+00,9.604943278641967508e-01,4.277418544121316946e-01,0.000000000000000000e+00
1.358699369111025668e+01,0.000000000000000000e+00,8.842955626109571199e+00,9.831109761343159725e-01,4.400071882083525510e-01,0.000000000000000000e+00
1.345311525191818447e+01,0.000000000000000000e+00,8.748974748493733244e+00,1.005472411177676051e+00,4.518943928724615255e-01,0.000000000000000000e+00
1.330269776037960128e+01,0.000000000000000000e+00,8.640003654898164243e+00,1.027480360607325283e+00,4.631992788363102354e-01,0.000000000000000000e+00
1.313658094647517238e+01,0.000000000000000000e+00,8.516981989777088202e+00,1.049027964220780929e+00,4.737323286731600080e-01,0.000000000000000000e+00
1.295548639955256043e+01,0.000000000000000000e+00,8.380756074173550729e+00,1.070000117784656535e+00,4.833186597640579119e-01,0.000000000000000000e+00
1.276002257175316856e+01,0.000000000000000000e+00,8.232078964909344876e+00,1.090274215442005756e+00,4.917986417755110251e-01,0.000000000000000000e+00
1.255068988993129153e+01,0.000000000000000000e+00,8.071608168325145272e+00,1.109721295569624289e+00,4.990290582687668675e-01,0.000000000000000000e+00
1.232788669500680001e+01,0.000000000000000000e+00,7.899901473617489067e+00,1.128207591419942091e+00,5.048847019857616303e-01,0.000000000000000000e+00
1.209191682857463945e+01,0.000000000000000000e+00,7.717411511582666250e+00,1.145596486889066012e+00,5.092602906545580232e-01,0.000000000000000000e+00
1.184299983841516557e+01,0.000000000000000000e+00,7.524479820451828616e+00,1.161750878608405868e+00,5.120725843753836104e-01,0.000000000000000000e+00
1.158128497647410882e+01,0.000000000000000000e+00,7.321331424007345490e+00,1.176535946968007673e+00,5.132625761391286234e-01,0.000000000000000000e+00
1.130687040481704386e+01,0.000000000000000000e+00,7.108071212330905553e+00,1.189822338579535010e+00,5.127976128009253953e-01,0.000000000000000000e+00
