4.266430845412124140e-01,-5.535767899842690687e-01,2.857802337911172913e-02,1.274987460265859518e-01
2.681589971467113198e-01,-4.251982067565606149e-01,2.980010826599004473e-02,7.490444927168096734e-02
1.254424524292528098e-01,-3.041399921929447414e-01,2.024549839935785300e-02,2.697402667383746316e-02
2.478235841739029333e-02,-2.432223875997566176e-01,8.728761602558351984e-03,-5.570300737965182269e-03
-4.310944017380685667e-02,-2.239248006568757832e-01,-2.856816921456983502e-03,-2.688865205076514456e-02
-8.614192451697595676e-02,-2.286599480011410890e-01,-1.352351547298840176e-02,-4.043439568976858745e-02
-1.112561166708242177e-01,-2.462186692298503898e-01,-2.267263256158275411e-02,-4.887155212359601403e-02
-1.241107317600271265e-01,-2.697180076194401477e-01,-3.013128918753877131e-02,-5.415896846282282351e-02
-1.288514861617534590e-01,-2.953359952904016650e-01,-3.596682175522915303e-02,-5.765032633767998294e-02
-1.282921953748965005e-01,-3.207544968931047014e-01,-4.038071358063255456e-02,-6.015753478350805566e-02
-1.243024673420149995e-01,-3.447404165035173884e-01,-4.359477810804322090e-02,-6.214949714918503038e-02
-1.181494830090638465e-01,-3.666797841221046128e-01,-4.582733103095387728e-02,-6.387873541279946721e-02
-1.107161996200015514e-01,-3.866718408944070373e-01,-4.727058305317976411e-02,-6.553036543783623269e-02
-1.026284060062394449e-01,-4.044128936879688441e-01,-4.812048339797277141e-02,-6.711227563098318138e-02
-9.432826774041386253e-02,-4.192814928574130073e-01,-4.853819723932057545e-02,-6.851737521847911516e-02
-8.614092805514247941e-02,-4.311929524017102389e-01,-4.863994837606178123e-02,-6.970213583858682338e-02
-7.829494108717829914e-02,-4.404199148180340528e-01,-4.851794655116763166e-02,-7.067213790124314554e-02
-7.094207959583571921e-02,-4.472446649936396845e-01,-4.824973440152502402e-02,-7.143149880054479317e-02
-6.417464545462962799e-02,-4.519567377164244171e-01,-4.789971358793921469e-02,-7.198778179166182012e-02
-5.803987230498672961e-02,-4.548242363684980027e-01,-4.752061253785722778e-02,-7.234942686225145914e-02
-5.255168241821545072e-02,-4.561024455438030256e-01,-4.715518932167388905e-02,-7.252803803978567776e-02
-4.770045280220405748e-02,-4.559853621104004162e-01,-4.683647872646178739e-02,-7.253006549616429488e-02
-4.345998646534374871e-02,-4.546883850171607455e-01,-4.659101096025475980e-02,-7.237049599531567012e-02
-3.979362361481942473e-02,-4.523775183109666753e-01,-4.643820625517661865e-02,-7.206012393496130652e-02
-3.665843531392600635e-02,-4.491981467505457570e-01,-4.639199041882813984e-02,-7.160988015573702126e-02
-3.400839674130213403e-02,-4.452762265241843598e-01,-4.646164936253242145e-02,-7.103040396774104592e-02
-3.179666589777394026e-02,-4.407203098088921522e-01,-4.665258575733025742e-02,-7.033183857744375322e-02
-2.997717021584954400e-02,-4.356236837579824384e-01,-4.696697103477345814e-02,-6.952372647065351019e-02
-2.850566746581842739e-02,-4.300664785703248727e-01,-4.740430106412185651e-02,-6.861497740853260419e-02
-2.734041736911259693e-02,-4.241175091146445197e-01,-4.796185827391249989e-02,-6.761386367035884803e-02
-2.644257005760733414e-02,-4.178358843751623919e-01,-4.863509339289522754e-02,-6.652804074211689234e-02
-2.577635493784840789e-02,-4.112723657201661220e-01,-4.941793816534553740e-02,-6.536458154849421331e-02
-2.530913428208120958e-02,-4.044704829559576664e-01,-5.030306151363766326e-02,-6.413001687604079348e-02
-2.501137036804668493e-02,-3.974674254265707640e-01,-5.128208163717121876e-02,-6.283037624226069096e-02
-2.485654246612065132e-02,-3.902947304326062627e-01,-5.234574603084530403e-02,-6.147122473274731214e-02
-2.482103986814768182e-02,-3.829787934391783999e-01,-5.348409036904192004e-02,-6.005769222178997113e-02
-2.488404900382540363e-02,-3.755412260522482115e-01,-5.468658577065772103e-02,-5.859449222020951531e-02
-2.502744616746601161e-02,-3.679990887048417147e-01,-5.594228221853983496e-02,-5.708592837524619629e-02
-2.523570224616101740e-02,-3.603650255774016320e-01,-5.723995396289067311e-02,-5.553588742766296660e-02
-2.549580193271604178e-02,-3.526473294757040966e-01,-5.856825070701395658e-02,-5.394781823665968645e-02
-2.579717709048048521e-02,-3.448499642688125921e-01,-5.991585637382523810e-02,-5.232469734727768912e-02
-2.613165207930276401e-02,-3.369725721344403735e-01,-6.127165538124228206e-02,-5.066898252634048638e-02
-2.649339779677737858e-02,-3.290104925193751417e-01,-6.262490468647034791e-02,-4.898255677574880895e-02
-2.687889074074237966e-02,-3.209548196633306705e-01,-6.396540841071293726e-02,-4.726666658480912359e-02
-2.728687331469202212e-02,-3.127925263216106977e-01,-6.528369060394283163e-02,-4.552185968952422029e-02
-2.771831159412627837e-02,-3.045066830100361388e-01,-6.657116052447878407e-02,-4.374792937071286802e-02
-2.817634652418225805e-02,-2.960768056484809341e-01,-6.782026358330046911e-02,-4.194387450174233423e-02
-2.866623368794115126e-02,-2.874793695109338354e-01,-6.902460959850929834e-02,-4.010788709849735789e-02
-2.919526502475858556e-02,-2.786885341598612786e-01,-7.017906806371353168e-02,-3.823738207962095598e-02
-2.977266287996557098e-02,-2.696771315963804594e-01,-7.127981760840541858e-02,-3.632908714556402213e-02
-3.040943232038679361e-02,-2.604179764462558611e-01,-7.232433374015949379e-02,-3.437921376923538941e-02
-3.111815175910325262e-02,-2.508855592944182478e-01,-7.331129560711657778e-02,-3.238373251033700717e-02
-3.191267501248761657e-02,-2.410581768673032421e-01,-7.424038966385224092e-02,-3.033877591106749413e-02
-3.280774998873623588e-02,-2.309134013370482685e-01,-7.511123981831746566e-02,-2.824008614441306589e-02
-3.381828497843153425e-02,-2.204624535263911556e-01,-7.592622517671018811e-02,-2.608855874189182703e-02
-3.495879239390544541e-02,-2.097017656090658377e-01,-7.668440769834052040e-02,-2.388309293834659647e-02
-3.624225968689738508e-02,-1.986545227879750741e-01,-7.738482155733462931e-02,-2.162741002525357670e-02
-3.767893296825294142e-02,-1.873633440366195557e-01,-7.802444469387899428e-02,-1.932938311205703585e-02
-3.927493579008618091e-02,-1.758924387133046774e-01,-7.859734312218066843e-02,-1.700182969469499900e-02
-4.103081787812801889e-02,-1.643281874961597944e-01,-7.909394680192062543e-02,-1.466298239021088419e-02
-4.294021456179612090e-02,-1.527773358945923587e-01,-7.950062642807047275e-02,-1.233642041212416537e-02
-4.498883421657101644e-02,-1.413624558712331947e-01,-7.979975365784193475e-02,-1.005032405307532475e-02
-4.715400141401576706e-02,-1.302146988746685219e-01,-7.997036950012147150e-02,-7.836000993838496825e-03
-4.940492159427520291e-02,-1.194645136521772372e-01,-7.998946903933501495e-02,-5.725795311602200309e-03
-5.170372085721057498e-02,-1.092316409296101160e-01,-7.983377500505876856e-02,-3.750658727271792732e-03
-5.400717918582571136e-02,-9.961534534804039609e-02,-7.948167195411100228e-02,-1.937667874148745915e-03
-5.626893676519720278e-02,-9.068824518557647152e-02,-7.891519037062547093e-02,-3.081577742270527869e-04
-5.844190305166813149e-02,-8.249283996452179413e-02,-7.812153580768267658e-02,1.123528681269125038e-03
-6.048058563455683406e-02,-7.504192645967398823e-02,-7.709408148385908655e-02,2.350415513667468599e-03
-6.234314534097936539e-02,-6.831917139741688905e-02,-7.583241345292152102e-02,3.372951999193015988e-03
-6.399288053332270743e-02,-6.229650534716200949e-02,-7.434339731125555462e-02,4.196242647274216198e-03
-6.539941367029822317e-02,-5.692285297956104634e-02,-7.263855372726839288e-02,4.831461180420210458e-03
-6.653918835879693572e-02,-5.214226148446379078e-02,-7.073440892615617814e-02,5.292675699451625249e-03
-6.739558004864945606e-02,-4.789645130626495051e-02,-6.865103741421711703e-02,5.595990837141046059e-03
-6.795860516670806928e-02,-4.412901090907395130e-02,-6.641091421849319720e-02,5.758433458446815534e-03
-6.822432878996448347e-02,-4.078825188550557618e-02,-6.403782844304356514e-02,5.797068945583151549e-03
-6.819406501647802543e-02,-3.782884291112040276e-02,-6.155591731081209994e-02,5.728349350268607289e-03
-6.787346019637530148e-02,-3.521245077427413023e-02,-5.898885346135724489e-02,5.567669486330363050e-03
-6.727153860338427882e-02,-3.290765180625827846e-02,-5.635919787287736737e-02,5.329095658202965061e-03
-6.639977511079891981e-02,-3.088936322443554955e-02,-5.368791603615692687e-02,5.025229465886274852e-03
-6.527124237808201723e-02,-2.913800404154286150e-02,-5.099404511196804768e-02,4.667171979203424415e-03
-6.389986317748430622e-02,-2.763854608318420253e-02,-4.829449384673254603e-02,4.264558715790435495e-03
-6.229978348762965634e-02,-2.637956782649440723e-02,-4.560395413639710405e-02,3.825641577835795122e-03
-6.048486985627389567e-02,-2.535238272533705747e-02,-4.293490252407965169e-02,3.357399297498630392e-03
-5.846832563930295240e-02,-2.455028144631948156e-02,-4.029767089870396612e-02,2.865662615814329375e-03
-5.626241491021462260e-02,-2.396790393808975045e-02,-3.770056764480139017e-02,2.355244266453352699e-03
-5.387827965063219510e-02,-2.360074135601584328e-02,-3.515003301200607388e-02,1.830066890016721331e-03
-5.132583469126868886e-02,-2.344475803870454261e-02,-3.265081517873450606e-02,1.293284362384061357e-03
-4.861372517939460680e-02,-2.349611843181063572e-02,-3.020615613432818536e-02,7.473937976714571576e-04
-4.574933257819274735e-02,-2.375100174619994287e-02,-2.781797894639891078e-02,1.943367901308459822e-04
-4.273881693482846356e-02,-2.420548712043113157e-02,-2.548707013065065752e-02,-3.644106099320727462e-04
-3.958718507689767963e-02,-2.485549331596733497e-02,-2.321325266701503021e-02,-9.277590519483872207e-04
-3.629837630211144722e-02,-2.569675891049622365e-02,-2.099554671034162961e-02,-1.494937621196752459e-03
-3.287535888476234708e-02,-2.672485116647830075e-02,-1.883231624850152316e-02,-2.065435353509152520e-03
-2.932023226864232529e-02,-2.793519397417192768e-02,-1.672140089960403100e-02,-2.638951598345378510e-03
-2.563433112491960916e-02,-2.932310734477382511e-02,-1.466023275063442141e-02,-3.215354258473095920e-03
-2.181832853001122036e-02,-3.088385277719386118e-02,-1.264593866083871948e-02,-3.794644952447522555e-03
-1.787233638050364851e-02,-3.261268040641922272e-02,-1.067542881848187152e-02,-4.376930203036520986e-03
-1.379600183912494532e-02,-3.450487509358445004e-02,-8.745472575552915018e-03,-4.962397823822350083e-03
-9.588599353265832986e-03,-3.655578763924802882e-02,-6.852761785240778399e-03,-5.551295809963311192e-03
-5.249116866026673836e-03,-3.876090933230649793e-02,-4.993967548707288137e-03,-6.143922661046755107e-03
-7.763384625059394778e-04,-4.111586113919511731e-02,-3.165781424668672080e-03,-6.740607850930467604e-03
3.831078794635544779e-03,-4.361644525806532974e-02,-1.364954136222476912e-03,-7.341705771031638295e-03
8.574532587577430448e-03,-4.625868306832734561e-02,4.116734371147747016e-04,-7.947590452522768426e-03
1.345528066460061414e-02,-4.903408433160545005e-02,2.167481232637042624e-03,-8.557869315835981566e-03
1.847403200289766956e-02,-5.191747147907929683e-02,3.906874569379178638e-03,-9.169353586238365023e-03
2.363279251679168205e-02,-5.493665161034033684e-02,5.630421939638760934e-03,-9.787467436847012772e-03
2.893261471308472554e-02,-5.808843219904614996e-02,7.340785342795908691e-03,-1.041254607554000303e-02
3.437423364045578272e-02,-6.136959602247347295e-02,9.040450936409150096e-03,-1.104492319223100011e-02
3.995837769551367075e-02,-6.478809053677009322e-02,1.073100404197108691e-02,-1.168675114388783090e-02
4.568496769869119511e-02,-6.833817063834156380e-02,1.241477477607916963e-02,-1.233789934145197893e-02
5.155320262044207902e-02,-7.200659733637340687e-02,1.409437131173014827e-02,-1.299694861944973058e-02
5.756219543770482727e-02,-7.579292105428860060e-02,1.577138963691370258e-02,-1.366451944277430851e-02
6.371182955600060427e-02,-7.973438110771929876e-02,1.744493441924517552e-02,-1.434745035914970768e-02
6.999861839219505277e-02,-8.378613956978968325e-02,1.911902867917463292e-02,-1.503895136169998772e-02
7.642001719341419419e-02,-8.795257294858629948e-02,2.079439417095992407e-02,-1.574034200138278022e-02
8.297412642642643110e-02,-9.227228786750024669e-02,2.246957284200838331e-02,-1.645857659987293165e-02
8.969698711149762249e-02,-9.786134868474211101e-02,2.407958949381102179e-02,-1.738122792058487479e-02
9.659064811054988986e-02,-1.049750402934124527e-01,2.561113737768525370e-02,-1.855515109202139634e-02
1.036320171932787748e-01,-1.133607822513956753e-01,2.707885415522936351e-02,-1.994501627258557855e-02
1.108008528784659996e-01,-1.229552031210331409e-01,2.848508094911525457e-02,-2.154750160473006826e-02
1.180778171075149430e-01,-1.337753770248629459e-01,2.982703389809775174e-02,-2.337207791452232397e-02
1.254385742937915160e-01,-1.457424392865950824e-01,3.110694757829664606e-02,-2.541159227973179002e-02
