7.860460940875367841e-01,7.743924300652742509e-01,7.861699169181303182e-01,7.561337444477095326e-01,1.295861380176935827e-02,-2.201146666434810606e-01,1.543507041364084592e-02,-5.852883789947757043e-01
7.881054665900122380e-01,7.454743701813880685e-01,7.879516442982134050e-01,6.931243560673280291e-01,2.822883624773860414e-02,-3.582465310342436426e-01,2.019947718802098807e-02,-6.748993886128552555e-01
7.918522676604956567e-01,7.080318598178447775e-01,7.895164869557614873e-01,6.381368409919662144e-01,4.670718516192887138e-02,-3.906036762366216220e-01,1.109737596294153340e-02,-4.248509128943812052e-01
7.976971879939540599e-01,6.712548112456852012e-01,7.906397991544032999e-01,6.026366547227015591e-01,7.019122150723811071e-02,-3.449372952065690723e-01,1.136886800989542201e-02,-2.851528124909119000e-01
8.063608521124091544e-01,6.413814164933132611e-01,7.926553642729864402e-01,5.769312034338599515e-01,1.030820608618629175e-01,-2.525305998408707286e-01,2.894243436176646006e-02,-2.289562132859196963e-01
8.190998952513217635e-01,6.225004501435928983e-01,7.975043304016992129e-01,5.567185128083127488e-01,1.516988019163897916e-01,-1.250887271535354728e-01,6.803688821248804475e-02,-1.752975992250241366e-01
8.379101547450896748e-01,6.182041399852676866e-01,8.081692115840812818e-01,5.450386305677831222e-01,2.245063879589692668e-01,3.916252398703048976e-02,1.452607354351528879e-01,-5.830004558556811656e-02
8.655511954487772330e-01,6.323140610857793664e-01,8.285449224635185184e-01,5.522470710521851789e-01,3.283144261147827869e-01,2.430358980232032451e-01,2.622534821535927874e-01,2.024688552736083058e-01
9.053891329378511710e-01,6.719502864072006698e-01,8.493767995755434619e-01,5.596713583792451985e-01,4.684443236666956389e-01,5.496886084052234889e-01,1.543840600869060276e-01,-5.398310873240758090e-02
9.529766958313395930e-01,7.351639770023896681e-01,8.503273862971736374e-01,5.317394573364914168e-01,4.833069342030721360e-01,7.145852034985563650e-01,-1.353723256543030162e-01,-5.046549121226689971e-01
1.000040379316935901e+00,8.076133919831300911e-01,8.317582544855589566e-01,4.766908585798854681e-01,4.579667355088538616e-01,7.344030961162530957e-01,-2.360103105779899346e-01,-5.963170630094497549e-01
1.046108072819572188e+00,8.788589393104149217e-01,8.045557524534380223e-01,4.229876645879323549e-01,4.633871345438700384e-01,6.905078504294422936e-01,-3.080397300644285297e-01,-4.777468168296122863e-01
1.094020748963753453e+00,9.445264583462389396e-01,7.684893100550788114e-01,3.846024786017446240e-01,4.948663883397567131e-01,6.228425302870372882e-01,-4.132891179027566309e-01,-2.899569028941424431e-01
1.145603074423257262e+00,1.002800815624083075e+00,7.231509314785234954e-01,3.664508900380043510e-01,5.367801208503205634e-01,5.426446152698456427e-01,-4.934784536283496892e-01,-7.307486838066301615e-02
1.201367788523365565e+00,1.052556794188362899e+00,6.774676703675284184e-01,3.705279979778181576e-01,5.785141611518459515e-01,4.524749560157488304e-01,-4.201867685915512407e-01,1.546170271769388982e-01
1.261000139950898102e+00,1.092854569359711148e+00,6.497179494569036429e-01,3.964926925154712012e-01,6.141328673988050157e-01,3.534805474112142076e-01,-1.348076496209437702e-01,3.646768635761215016e-01
1.323745651587538985e+00,1.122891553371863971e+00,6.552936265974667052e-01,4.411963988422605287e-01,6.407773653340145259e-01,2.472591328318401727e-01,2.463211924322049606e-01,5.293972629596649382e-01
1.388629631691491451e+00,1.142038224156441739e+00,6.965563688117463181e-01,4.999761083897145131e-01,6.569022367450354505e-01,1.356742828597134742e-01,5.789336518533881870e-01,6.461969279894150819e-01
1.454546429645335648e+00,1.149864495181121438e+00,7.666205187256638354e-01,5.686424846814324141e-01,6.614337223318468295e-01,2.085113763388156405e-02,8.223493464249631568e-01,7.271305978449430496e-01
1.520312648729178706e+00,1.146202497543859611e+00,8.567850113933016543e-01,6.440784809904220864e-01,6.538906593450133364e-01,-9.409109037911721207e-02,9.809405069277934430e-01,7.815893283348513965e-01
1.584709118335899225e+00,1.131227892688910996e+00,9.592905758367378244e-01,7.238491423910858868e-01,6.340387327893951541e-01,-2.054010067198551170e-01,1.069170781940930404e+00,8.138238996784237234e-01
1.646496050270277456e+00,1.105489269993626955e+00,1.067919592268997686e+00,8.057750348044586675e-01,6.016999058981714610e-01,-3.093714471858275417e-01,1.103409546704266164e+00,8.246939485890316668e-01
1.704412134944548241e+00,1.069879118482778946e+00,1.178025415904693896e+00,8.877181494556267705e-01,5.566217875872423448e-01,-4.028315830311309798e-01,1.098706926009656248e+00,8.141683444343300602e-01
1.757150710199503862e+00,1.025564351413484898e+00,1.286350499166490247e+00,9.675766959606512119e-01,4.981497175118714260e-01,-4.834637583547509720e-01,1.067794739226271883e+00,7.830025856661596562e-01
1.803311211493327848e+00,9.739078741715503362e-01,1.390763738338769206e+00,1.043386469231645686e+00,4.250603083646098401e-01,-5.496657864839409324e-01,1.020470044219307093e+00,7.331928797537289322e-01
1.841339845697376187e+00,9.164098711325869839e-01,1.489937958644333760e+00,1.113427481331643598e+00,3.355123757163565590e-01,-6.002942742953271127e-01,9.630143618919836390e-01,6.676273622462310930e-01
1.869484302326134495e+00,8.546771455851654986e-01,1.582996149280973874e+00,1.176276859029851352e+00,2.273767568588083987e-01,-6.343602366531034820e-01,8.981494508408205402e-01,5.893601917179249750e-01
1.885804466066256069e+00,7.904154046525870836e-01,1.669164386761316621e+00,1.230798979566691376e+00,9.902651794362271609e-02,-6.508745819984644854e-01,8.252152987660348327e-01,5.010822190188737313e-01
1.888283166865185381e+00,7.254274273507670401e-01,1.747466600906718570e+00,1.276096330694388659e+00,-4.945250196503822582e-02,-6.488849640379356076e-01,7.408289841420032662e-01,4.048648035350705943e-01
1.875060335143223123e+00,6.615861672549673278e-01,1.816538744094864599e+00,1.311474373951938777e+00,-2.150041324742087145e-01,-6.279402378780587490e-01,6.406138796209169817e-01,3.026960616159320439e-01
1.844792999126677824e+00,6.007597293475401834e-01,1.874621409565218944e+00,1.336463006464986725e+00,-3.903425878566961216e-01,-5.885885202704834729e-01,5.210394297861690172e-01,1.970765886450276394e-01
1.797108770420578372e+00,5.446909636486749751e-01,1.919740476062093082e+00,1.350882002035652452e+00,-5.633419862652947474e-01,-5.327867937068209159e-01,3.813419001513120854e-01,9.130332276828884153e-02
1.733082379373920956e+00,4.948656665778862207e-01,1.950028412982477422e+00,1.354879758241051224e+00,-7.171858346678531282e-01,-4.637191477089545044e-01,2.244168382563742625e-01,-1.134819866031129554e-02
1.655633163291893917e+00,4.524193876316762175e-01,1.964081649842565280e+00,1.348868420599802054e+00,-8.317984869726881003e-01,-3.852064312152451153e-01,5.664789894538144188e-02,-1.088785541646704047e-01
1.569674725482771427e+00,4.181311091771457433e-01,1.961255185667395651e+00,1.333333673977149081e+00,-8.873702692097612532e-01,-3.005591378753643683e-01,-1.131771824487739220e-01,-2.018163782883903024e-01
1.481773196464481579e+00,3.925208221155690458e-01,1.941830059800171648e+00,1.308595397849809050e+00,-8.706603111560353714e-01,-2.116466033561698601e-01,-2.753253348957073188e-01,-2.929491442584113425e-01
